TITLE,TID,SIMILAR JUDGEMENT,SJID
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,M/S. Bharti Airtel Ltd. v. M/S. Bharti Hexacom Ltd.,-
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,Psi Data Systems Ltd. v. Collector Of Central Excise .,https://indiankanoon.org/doc/1414629/
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,Punjab National Bank v. R.L Vaid And Others,-
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,Rajendra Singh v. State Of U.P And Another,-
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,"Sprint Rpg India Ltd. v. Commissioner Of Customs-I, Delhi .",https://indiankanoon.org/doc/446174/
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,State Of Karnataka And Others v. C. Lalitha .,https://indiankanoon.org/doc/1130742/
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,Tata Consultancy Services v. State Of A.P .,https://indiankanoon.org/doc/39169380/
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,Tata Consultancy Services v. State Of Andhra Pradesh,https://indiankanoon.org/doc/39169380/
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,Tdi Fun Republic Shop Owner Welfare Association v. E-City Property Management & Services Pvt. Ltd.,https://indiankanoon.org/doc/26718353/
"Anjaleem Enterprises (P) Ltd. v. Commissioner Of Central Excise, Ahmedabad .",https://indiankanoon.org/doc/617728/,Union Of India And Another v. Azadi Bachao Andolan And Another,https://indiankanoon.org/doc/1960330/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,A.V Fernandez v. State Of Kerala .,https://indiankanoon.org/doc/1350547/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Academy Of Nutrition Improvement And Others v. Union Of India .,https://indiankanoon.org/doc/665756/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Aswini Kumar Ghose & Another v. Arabinda Bose And Another,https://indiankanoon.org/doc/350457/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Baidyanath Ayurved Bhawan (Pvt) Ltd., Jhansi v. Excise Commissioner, U.P And Others",https://indiankanoon.org/doc/968805/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Banarsi Debi v. Ito,https://indiankanoon.org/doc/590022/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Bengal Immunity Company Limited v. State Of Bihar And Others,https://indiankanoon.org/doc/1629830/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Bihta Cooperative Development Cane Marketing Union Ltd., And Another v. Bank Of Bihar & Others .",https://indiankanoon.org/doc/187706/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Chairman, Sebi v. Shriram Mutual Fund And Another",https://indiankanoon.org/doc/1741822/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Cit v. V. Mr. P. Firm Muar,https://indiankanoon.org/doc/386457/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Commissioner Of Income Tax, Patiala & Others v. Shahzada Nand & Sons & Others .",https://indiankanoon.org/doc/821579/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Commissioner Of Sales Tax, U.P v. Modi Sugar Mills Ltd. .",https://indiankanoon.org/doc/850597/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Controller Of Estate Duty, Gujarat v. Shri Kantilal Trikamlal .",https://indiankanoon.org/doc/1326572
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Goodyear India Ltd. And Others v. State Of Haryana And Another,https://indiankanoon.org/doc/762574/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Gursahai Saigal (In All The Appeals). v. Commissioner Of Income Tax, Punjab(In All The Appeals).",https://indiankanoon.org/doc/784749/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Janapada Sabha Chhindwara v. Central Provinces Syndicate Ltd. And Another,https://indiankanoon.org/doc/968805/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"K.P Varghese v. Income Tax Officer, Ernakulam And Another",https://indiankanoon.org/doc/399708/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Kerala Samsthana Chethu Thozhilali Union v. State Of Kerala And Others,https://indiankanoon.org/doc/1120277/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Life Insurance Corporation Of India v. Escorts Ltd. And Others,https://indiankanoon.org/doc/730804/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,M.P.V. Sundararamier & Co. v. State Of A.P.,https://indiankanoon.org/doc/1291316/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Oswal Agro Mills Ltd. And Others v. Collector Of Central Excise And Others,https://indiankanoon.org/doc/1231997/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Shrimati Tarulata Shyam And Others v. Commissioner Of Income Tax, West Bengal .",https://indiankanoon.org/doc/292442/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,State Of Bombay And Another v. United Motors (India) Ltd. & Others,https://indiankanoon.org/doc/424874/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,State Of Karnataka And Another v. H. Ganesh Kamath And Others,https://indiankanoon.org/doc/691481/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,State Of Kerala And Others v. Unni And Another,https://indiankanoon.org/doc/1308350
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"State Of Madras v. Gannon Dunkerley & Co., (Madras) Ltd.",https://indiankanoon.org/doc/1425329/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,"Sutlej Cotton Mills Ltd. v. Commissioner Of Income Tax, West Bengal-Iii, Calcutta .",https://indiankanoon.org/doc/1869992/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Swedish Match Ab And Another v. Securities & Exchange Board Of India And Another,https://indiankanoon.org/doc/64332/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Tdi Fun Republic Shop Owner Welfare Association v. E-City Property Management & Services Pvt. Ltd.,https://indiankanoon.org/doc/26718353/
Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/,Ujagar Prints And Others (Ii) v. Union Of India And Others,https://indiankanoon.org/doc/1482259/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,Cadila Health Care Ltd. v. Cadila Pharmaceuticals Ltd. .,https://indiankanoon.org/doc/1114158/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,F. Hoffmann-La Roche & Co. Ltd. v. Geoffrey Manners & Co. Pvt. Ltd. .,https://indiankanoon.org/doc/1389940/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,Hindustan Pencils Private Limited v. India Stationary Products Co.,https://indiankanoon.org/doc/315836/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,Hindustan Petroleum Corpn. Ltd. v. Sriman Narayan And Another,https://indiankanoon.org/doc/74028/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,J.R Kapoor v. Micronix India .,https://indiankanoon.org/doc/2044127/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,"Parle Products (P) Ltd. v. J.P And Co., Mysore .",https://indiankanoon.org/doc/880032/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,Rampal Singh v. Rias Ahmad Ansari And Another,-
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,S.M Dyechem Ltd. v. Cadbury (India) Ltd. .,https://indiankanoon.org/doc/44410582/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,Seema Arshad Zaheer And Others v. Municipal Corpn. Of Greater Mumbai And Others,https://indiankanoon.org/doc/1951505/
Aristo Pharmaceuticals Ltd. v. Wockhardt Ltd. .,https://indiankanoon.org/doc/126699/,Wander Ltd. And Another v. Antox India P. Ltd. .,https://indiankanoon.org/doc/330608/
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,Abdulgafar A. Nadiadwala v. Assistant Commissioner Of Income-Tax And Others,https://indiankanoon.org/doc/810279/
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,Bharat Sanchar Nigam Ltd. And Another v. Union Of India And Others,https://indiankanoon.org/doc/6544121/
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,"Commissioner Of Customs (Preventive), Mumbai v. M. Ambalal And Company .",https://indiankanoon.org/doc/1240131/
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,Nuclear Power Corporation Of India Ltd. v. Commissioner Of Cen. Exc. & St .,-
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,"Saregama India Ltd. v. Commissioner of Customs, Airport, Mumbai",-
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,Ship Owners Association v. Uoi,-
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,"Star Entertainment P. Ltd. v. Commr. of Cus. (Adjudication), Mumbai",-
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,Tata Consultancy Services v. State Of A.P .,https://indiankanoon.org/doc/39169380/
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,Union Of India v. Ahmedabad Electricity Co. Ltd. And Others,https://indiankanoon.org/doc/939624/
Associated Cement Companies Ltd. v. Commissioner Of Customs .,https://indiankanoon.org/doc/952963/,"Uniworth Textiles Limited v. Commissioner Of Central Excise, Raipur .",https://indiankanoon.org/doc/104312764/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Aphali Pharmaceuticals Ltd. v. State Of Maharashtra And Others,https://indiankanoon.org/doc/1328814/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Assistant Collector Of Central Excise, Chandan Nagar, West Bengal / v. Dunlop India Ltd. And Others",https://indiankanoon.org/doc/96932/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,B.H.E.L Ancillary Association v. Collector Of C. Ex.,https://indiankanoon.org/doc/477104/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Balmokand Khatri Educational And Industrial Trust, Amritsar v. State Of Punjab And Others",-
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Balwant Narayan Bhagde v. M.D Bhagwat And Others,https://indiankanoon.org/doc/1537954/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Cadila Healthcare Limited v. Swiss Pharma Pvt. Ltd. & Anr.,https://indiankanoon.org/doc/1114158/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Cce Trichy v. Grasim Industries Ltd,-
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Commissioner Of Central Excise, Chandigarh Ii v. Bhalla Enterprises .",-
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Commissioner Of Central Excise, Chandigarh-I v. Mahaan Dairies .",https://indiankanoon.org/doc/263884/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Commissioner Of Central Excise, Hyderabad v. Sarat Electronics",https://indiankanoon.org/doc/992249/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Commissioner Of Central Excise, Mumbai v. Kalvert Foods India Private Limited And Others",https://indiankanoon.org/doc/1098305/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Commissioner Of Central Excise, Trichy v. Grasim Industries Ltd. .",https://indiankanoon.org/doc/467194/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Commissioner Of Central Excise, Trichy v. Rukmani Pakkwell Traders .",https://indiankanoon.org/doc/910213/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Cosmic Dye Chemical v. Collector Of Central Excise, Bombay .",https://indiankanoon.org/doc/199977/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Lark Laboratories Ltd. v. Nabros Pharma Pvt. Ltd.,https://indiankanoon.org/doc/712132/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Milmet Oftho Industries v. Collector of C. Ex., Baroda",https://indiankanoon.org/doc/292146/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,P. Chinnanna And Others v. State Of A.P And Others,https://indiankanoon.org/doc/1375132/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Padmini Products v. Collector Of Central Excise, Bangalore .",https://indiankanoon.org/doc/678038/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Pushpam Pharmaceuticals Company v. Collector Of Central Excise, Bombay .",https://indiankanoon.org/doc/1073828/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Rajasthan Housing Board And Others v. Shri Kishan And Others,https://indiankanoon.org/doc/37963/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,S.B.L Limited v. The Himalaya Drug Co.,https://indiankanoon.org/doc/615459/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Senjeevanagar Medica... v. Mohd. Abdul Wahab An...,https://indiankanoon.org/doc/1295746/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Tamil Nadu Housing Board v. A. Viswam (Dead) By Lrs.,-
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Tarai Food Ltd. v. Commissioner Of Central Excise, Meerut-Ii, Uttar Pradesh .",-
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Tdi Fun Republic Shop Owner Welfare Association v. E-City Property Management & Services Pvt. Ltd.,https://indiankanoon.org/doc/26718353/
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,Thakkar Balvantray Purshottamdas v. Hasmukhbhai Ugarchand Patel,-
"Astra Pharmaceuticals (P) Ltd. v. Collector Of Central Excise, Chandigarh",https://indiankanoon.org/doc/1514111/,"Whirlpool Corporation v. Registrar Of Trade Marks, Mumbai And Others",https://indiankanoon.org/doc/172383107/
Balram Singh v. Bhikam Chand Jain And Others,https://indiankanoon.org/doc/1528386/,Babu Ram Gupta v. Sudhir Bhasin And Another,https://indiankanoon.org/doc/458739/
Balram Singh v. Bhikam Chand Jain And Others,https://indiankanoon.org/doc/1528386/,Bank Of Baroda v. Sadruddin Hasan Daya And Another,https://indiankanoon.org/doc/1097981/
Balram Singh v. Bhikam Chand Jain And Others,https://indiankanoon.org/doc/1528386/,Delhi Development Authority v. Skipper Construction Co. (P) Ltd. And Another,-
Balram Singh v. Bhikam Chand Jain And Others,https://indiankanoon.org/doc/1528386/,"Dwarka Nath v. Income Tax Officer, Special Circle, D Ward, Kanpur",https://indiankanoon.org/doc/844819/
