tid,PERSON,NORP,ORG,FAC,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,QUANTITY,ORDINAL,CARDINAL
995861,J ,J ,Government,,India,,,,Broomo s Legal Maxims 10th Edn ,the General Rules,,1977,,,,,second,1
856194,X,J ,the High Court,Taj Palace Hotel,Delhi,,,the ILO Seminar,,the Writ Petition,,1997,some unconfirmed minutes,,,,33rd,2
1011356,Shivaraj V Patil,,The High Court,,,,,,,Section 5 E of the Act,,years 1986 87,,,less than Rs 1 00 000,,,1
1375132,VENKATACHALA,,the High Court,Cotton Market Yard,L A,,Samiti,,WP No 3416,Section 5 A,,1978,,,,1 acre,first,1
1633179,L R ,British,Parliament,Artile 203,India,the District Gazette,,,Volume III,Constitution,,1926,,,,,second,1
102653512,Mehar Karan Singh,Indian,Court,OnLine Del 1037,India,,OnLine Bom 1243,,The Other IP Right Is It Time to Codify the Indian Law on Protection of Confidential Information ,Section 27 of the Contract Act,English,a period of one year,, ,,,first,32
877414,Rakesh Dwivedi,J ,Court,SCR 370,Ors ,,,,Ninth Edition,Order VIII,,90 days,,,,,first,1
1486034,Haradhan Saha,,Government,S C 613,India,,SC 816,,A K Gopalan,Act,,1974,,,,88 kg ,Second,5
861510,Aftab Alam,,Court,SCC 388,Bhopal,,,,C J M ,Section 304A IPC,,1996,,,,,9th,13 9 1996
164002734,MANJULA,,S Milap Chand Co,,C J ,,,,,,,1998,,,,,,
793348,Jagdish Chander Gupta,Indian,Court,,India,Point,,,Award No 18,the Indian Partnership Act,,1964,,,one hundred rupees,10 000 tons,third,3
1486949,Shriram,American,Court,,India,Kashmir,hereinaf ter,,Rasbehari Panda,Article 32,,1981,,,several crores of rupees,,first,1
83406,Shri Ramakrishna Hegde,,the High Court,,Karnataka,North Kanara,,,Hubli edition ,Section 482,Kannada,1983,,,,,first,1
1363234,J ,Hindu,State,the Constitution Bench,India,North,Pre Medical Test ,Schedule III,O M ,Constitution,English,today,100 yeard,50 ,36 000,half a kilometer,first,4
293197,Pyarelal Malhotra,,Tribunal,,Nadu,,M S Rods,,,section 36,,47 STC 88,,,,,first,36
762574,Tewatia,,State,C W P Nos ,States,,Notifica tion,,The State of Orissa v Sudhansu Sekhar Misra Ors ,Act,,1959,,2 ,,,first,1
371933,Arun Prakash Pandey,,Court,,Sharda,,Vth Additional Sub Judge,,Kerr on Fraud and Mistake,the Hindu Succession Act,,2003,,6 ,Rs 2 lakhs,20 acres,third,1
1403823,Gupta,Latin,Court,Harrison Road,Calcutta,,the Sunny Lodge,,Emery v Emery,the Income tax Act,English,1960,,,1 800,,first,1
1377335,Maneklal,,Court,the Bombay Rents,Maneklal,Greater Bombay,Sub section,Ordinance III,Scrutton L J in Keeves,Act,English,1959,,,,,first,1
992249,K K Usha,J ,Tribunal,,New Delhi,, SNAP OR TRENDY ,, A SKN Product ,Notification No 1 93,,2004,,,,,,6
220229,Bill,J ,Court,Safdarjung Road,Delhi,,A 1,International Film Festival,Kissa Kursi Kaa,Act,English,one year,Next morning,,10 000,35 mm,first,1
713825,Sanjay Singh,,Tribunal,,India,,Car,,S P Chengalvaraya Naidu,Writ,,1994,,12 ,,,first,two
1668551,Thane,,Court,Ramakr ishna Hindu Hotel,RAMASWAMI V ,,,Civil Suit No 213,,Civil Suit No 306,,1989,,,Rs 500,,first,3
1132362,R Lahoti,,Court,,Delhi,,,,,the Copy Right Act,,1983,,,,,,13
816411,Rodabai,J ,Court,,Jamshedji,Kuberbhai Shivdas,,,Jamshed Baug Trust,Act,English,1882,,between Rs 3 and Rs 25,,,third,2
263884,Mahaan,,Tribunal,,Trichy,,,, Taste Maker ,the Notification in accordance with Board s Circular No 88 88,,2004,,,,,,6
190196010,S Chandra A R ,,Court,,,,,,,,,9 March 2010,,,,,,415
227988,Madan Lal,,the High Court,,PATHAK,,,,the Judgment and Order,the U P Act,,1972,,,s 16,,Second,12
36875,S S Ahmad,,Aturia,,Madras,,,,,Tax Cases Nos 59,,1998 8,,,,,third,234
44641638,Adv,,GA No 3685,,ABHIJIT GANGOPADHYAY,,,,,APDT No 57,,2015,,,,,,
1737054,Devaji,Indian,Court,Cardamom Plantation,the State of Kerala,Cardamom,,,Award,Act,English,1964,a couple of hours,,27 800,136 17 acres,first,two
1291316,P S Talwalkar,Andhra,State,the State of Madras,States,,,The Adaptation Order,A V Fernandez v State of Kerala,Act,,1955,,,120 U S 489,,first,2
3173546,NANDHINI,Hindu,IPAB,,India,South India,Charminar,Civil Appeal Nos 2937 2942 of 2018,the Civil Appeal Nos 2937 2942 of 2018 with Ors,Civil Appeal Nos ,Kannada,2937 2942 of 2018,,,303 000,,first,47
1136663,Esher Singh,Sikh,Court,the Barambala Gurudwara,Bidar,North India,A 1,G N D E ,Luna bearing Registration No AEA 1326,Article 136,English,1993,late in the night,,Rs 1 000,40 kms,first,two
665756,John E Hall, Himalayan,Court,,India,the Panchayat Samitis,Goitre,,2004 Edition,Act,,2011,,90 ,,1 mg,first,7
180850491,Shri Gajjar,,Court,the Yamuna Hotel,Ahmedabad,,SC 823,,M T ,Sections 406 467 and 471 of Indian Penal Code,,1991,about 5 o clock in the evening,,Rs 20 000,30 ft ,first,17 8 1993
437533,Mukundakam Sharma,J ,FIR,Cheriyil Pullichira Post Office Junction,Bihar,Gulf,,,The Respondent No 2,Section 498A,,1976,,,Rs 5 lakhs,,first,1
1048632,Kasaragod Taluk,K ,State,the Travancore Cochin State,Madras,the Malabar District,,,Kunnathat Thathunni Moppil Nair v State of Kerala,Act,,annual,,,21 920 41,20 771 acres,first,two
139299795,Denning,Australian,State,,States,,,,Black s Law Dictionary,Article 301,,30th August 1993,,,,,Seventh,one
88397,S P Bharucha,,University,,India,,,the Assessment Year 1976 77,,Section 10,,1961,,less than 15 ,Rs 19 94 lakhs,,,22
86762634,Manoj I Naik,,Court,New Cloth Market,Ahmedabad,,,OJA No 9 of 2014,Vedica Procon Private Limited,OJ Appeal No 9 2014,,2014,11 30 am,25 ,148 crores,13895 sq,first,17 12 2013
243002,S S Shukla,Indian,State,,Madras,,,Part II,Sakal,Act,English,daily,,About 40 ,,7 nP,first,3
450219,Ponnur,J ,Court,Village Lakshmipuram,Andhra Pradesh,,,,Accused No 1,Accused No 1,,2007,,,approximately Rs 89 51 600,,first,1
1763149,Modi Spg ,,Court,SC 680,Gujrat,,SC 680,,Panchdeo Narain Srivastava,Order VIII,,1983,,,,,first,two
79280249,Bommai,British,Government,S 123,India,Provinces,,the Assembly Elections,Ors ,Constitution,English,1951,a moment,,,5 000 miles,first,1
1677896,Kala Niketan ,,Sarees,Vinay Nagar Market,India,,Kala Niketan ,, House of Art ,section 34 of the Trade and Merchandise Marks Act,Hindi,1957,,,32 075 00,,third,3
57798471,Cipla,Indian,Roche,590,US,Europe,Erlotinib Hydrochloride,,106 Roche and Sh Arvind Nigam,Section 3,English,1970,16 hours,10 0 ,517 US 370,1 m,first,106
1105134,R K Jain,J ,the State Government,Jail,West Bengal,the District Magistrate,,,Ray J ,Constitution,,1975,22 2 73 at about 04 00,,,200 feet,first,two
1891895,Hamza,Muslim,The High Court,A15,Bombay,Rajpura Pole,A 2,,Russel on Crime,Section 120 B,English,44,5 30 PM,,Rs 45 lakhs,,first,two
5398766,Narender Kumar Gupta,,Alka Gupta,Delhi 110 087,Rohini,,Takshila Institute ,,,Bayana Agreement,,29th June 2004,,50 ,Rs 7 5 lakhs,,second,20
306833,Shelat,,the Central Government,,Madhya Pradesh,,,,Shelat J By an Indenture of Lease,Act,,1949,,5 ,2 47 000,fifty naye paise,Second,9
730804,Nanda,Indian,the Reserve Bank,Parliament Street Branch,India,,L 1 30 000,the Platinum Jubilee Celebration,Fourth Edition,Act,English,1973,a moment,5 per cent,one per cent,,first,thirteen
342903,Lawrence,Sikhs,the High Court,Shed No 48,India,Kashmir,Shed No 17,Shed No 17,Criminal Appeal No 81,Act,,1952,the morning,5 1 c and 5 1 ,,30 234 degree,first,1
188958994,Boyd,,SBI,Napien Sea Road,Mumbai,,,,Russell 23rd Edition,section 8 of the Act,English,1996,,Rs 16 5 ,Rs 6 5 crores,,first,three
514077,Ambedkar,Dalits,State,India High Court,India,North,PW 1,Indian Independence Day,Indian Constitutional Law 4th Edition 1987,Act,,today,about 9 30 p m,More than 75 ,less than Rs 100,about 15 feet,first,one
1878548,Ravi Prakash,,the Scrutiny Committee,Nagpur Bench,INDIA,,,,,Constitution,,29th May 2003,,,,,first,1
1876565,S B Sinha,,Court,the Lucknow Bench,Lucknow,Oudh,,,,Article 226 of the Constitution of India,,1994,,,,,,2
